Tipo Istituto,Codice,Denominazione,Indirizzo,CAP,Comune,E-mail,Telefono
ISTITUTO COMPRENSIVO,CTIC83400C,IC FEDERICO II DI SVEVIA,"VIA DEL SOLE, SN",95030,MASCALUCIA,CTIC83400C@istruzione.it,095910718
ISTITUTO COMPRENSIVO,CTIC835008,"IC ""P.CARRERA"" - MILITELLO V.C.","VIALE REGINA MARGHERITA, 15",95043,MILITELLO IN VAL DI CATANIA,CTIC835008@istruzione.it,0957942200
ISTITUTO COMPRENSIVO,CTIC836004,IC L.DA VINCI - MISTERBIANCO,VIA G.BARONE,95045,MISTERBIANCO,CTIC836004@istruzione.it,0957556931
ISTITUTO COMPRENSIVO,CTIC83700X,I.C. MOTTA SANT'ANASTASIA,VIALE DELLA REGIONE 28,95040,MOTTA SANT'ANASTASIA,CTIC83700X@istruzione.it,095306410
ISTITUTO COMPRENSIVO,CTIC83800Q,IC S. CASELLA  PEDARA,VIA E.D'ANGIO' N.14,95030,PEDARA,CTIC83800Q@istruzione.it,095915694
ISTITUTO COMPRENSIVO,CTIC83900G,IC C.DUSMET - NICOLOSI,"VIA MONTI ROSSI, 14",95030,NICOLOSI,CTIC83900G@istruzione.it,095911420
ISTITUTO COMPRENSIVO,CTIC84100G,IC G. PONTE - PALAGONIA,VIA CIRCONVALLAZIONE 15,95046,PALAGONIA,CTIC84100G@istruzione.it,0957958706
ISTITUTO COMPRENSIVO,CTIC84200B,IC    G. MARCONI - PATERNO',VIA VIRGILIO 3,95047,PATERNO',CTIC84200B@istruzione.it,095622682
ISTITUTO COMPRENSIVO,CTIC84500V,IC DON MILANI   PATERNO',P.LE CIVILTA' DEL LAVORO 1,95047,PATERNO',CTIC84500V@istruzione.it,095859837
ISTITUTO COMPRENSIVO,CTIC84700E,IC E. DE AMICIS - RANDAZZO,PIAZZA LORETO,95036,RANDAZZO,CTIC84700E@istruzione.it,095921225
ISTITUTO COMPRENSIVO,CTIC84800A,IC DALLA CHIESA-S.G.LA PUNTA,VIA BALATELLE N.18,95037,SAN GIOVANNI LA PUNTA,CTIC84800A@istruzione.it,0957177802
ISTITUTO COMPRENSIVO,CTIC85000A,IC DON BOSCO - S.M.LICODIA,VIA SOLFERINO 63,95038,SANTA MARIA DI LICODIA,CTIC85000A@istruzione.it,095629329
ISTITUTO COMPRENSIVO,CTIC852002,IC D. SAVIO - S. GREGORIO,VIA SGROPPILLO 27,95027,SAN GREGORIO DI CATANIA,CTIC852002@istruzione.it,0957126869
ISTITUTO COMPRENSIVO,CTIC85300T,I.C. VITTORINI-S.P.CLARENZA,VIA DUSMET 24,95030,SAN PIETRO CLARENZA,CTIC85300T@istruzione.it,095529545
ISTITUTO COMPRENSIVO,CTIC85500D,IC P. G. M. ALLEGRA-VALVERDE,VIA V.EMANUELE,95028,VALVERDE,CTIC85500D@istruzione.it,095524077
ISTITUTO COMPRENSIVO,CTIC856009,IC GIOVANNI VERGA - VIAGRANDE,"VIA PACINI, 62",95029,VIAGRANDE,CTIC856009@istruzione.it,0957894373
ISTITUTO COMPRENSIVO,CTIC857005,"I.C.""ERCOLE PATTI"" TRECASTAGNI","VIA MACHIAVELLI,1",95039,TRECASTAGNI,CTIC857005@istruzione.it,0956782434
ISTITUTO COMPRENSIVO,CTIC858001,IC. DE AMICIS TREMESTIERI ETNEO,VIA MAIORANA,95030,TREMESTIERI ETNEO,CTIC858001@istruzione.it,0957413122
ISTITUTO COMPRENSIVO,CTIC85900R,"I.C.S. ""GIOVANNI VERGA""","VIALE MARGHERITA, 54",95049,VIZZINI,CTIC85900R@istruzione.it,0933965683
ISTITUTO COMPRENSIVO,CTIC860001,IC F.DE ROBERTO -ZAFFERANA,PIAZZALE TIENANMEN 5,95019,ZAFFERANA ETNEA,CTIC860001@istruzione.it,0957082022
ISTITUTO COMPRENSIVO,CTIC86100R,IC M.PURRELLO - S.GREGORIO,VIA FONDO DI GULLO,95027,SAN GREGORIO DI CATANIA,CTIC86100R@istruzione.it,095524407
ISTITUTO COMPRENSIVO,CTIC86200L,IC PESTALOZZI CATANIA,VILLAGGIO S.AGATA - ZONA A,95121,CATANIA,CTIC86200L@istruzione.it,095454566
ISTITUTO COMPRENSIVO,CTIC86300C,IC CAMPANELLA-STURZO CATANIA,VIALE BUMMACARO 8,95121,CATANIA,CTIC86300C@istruzione.it,095575046
ISTITUTO COMPRENSIVO,CTIC864008,IC  DUSMET - DORIA CATANIA,VIALE CASTAGNOLA 13,95121,CATANIA,CTIC864008@istruzione.it,095571356
ISTITUTO COMPRENSIVO,CTIC86700Q,I.C. FONTANAROSSA,VIA FONTANAROSSA 9,95121,CATANIA,CTIC86700Q@istruzione.it,095340566
ISTITUTO COMPRENSIVO,CTIC87500P,IC FRANCESCO PETRARCA - CATANIA,VIA GIOVANNI GIOVIALE N. 11,95123,CATANIA,CTIC87500P@istruzione.it,0957141765
ISTITUTO COMPRENSIVO,CTIC880006,IC FELTRE - CATANIA,"VIA DURANTE, 13",95123,CATANIA,CTIC880006@istruzione.it,095471061
ISTITUTO COMPRENSIVO,CTIC881002,MUSCO,VIALE G.DA VERRAZZANO 101,95121,CATANIA,CTIC881002@istruzione.it,095575577
ISTITUTO COMPRENSIVO,CTIC88200T,I.C. PITAGORA MISTERBIANCO,VIA FRATELLI CERVI N.4,95045,MISTERBIANCO,CTIC88200T@istruzione.it,0957556921
ISTITUTO COMPRENSIVO,CTIC88300N,IC DON L. MILANI MISTERBIANCO,VIA FEDERICO DE ROBERTO N. 2,95045,MISTERBIANCO,CTIC88300N@istruzione.it,0957556948
ISTITUTO COMPRENSIVO,CTIC885009,IC G.PARINI - CATANIA,VIA S. QUASIMODO N.3,95126,CATANIA,CTIC885009@istruzione.it,095497892
ISTITUTO COMPRENSIVO,CTIC886005,IC V.BRANCATI - CATANIA,VIALE S. TEODORO N. 2,95121,CATANIA,CTIC886005@istruzione.it,095457478
ISTITUTO COMPRENSIVO,CTIC887001,IC F. DE ROBERTO - CATANIA,VIA CONFALONIERI 9/D,95123,CATANIA,CTIC887001@istruzione.it,095350144
ISTITUTO COMPRENSIVO,CTIC88800R,I.C. LEONARDO SCIASCIA,STRADALE S.G.GALERMO S/N,95045,MISTERBIANCO,CTIC88800R@istruzione.it,0957556969
ISTITUTO COMPRENSIVO,CTIC88900L,IC P. PIO DA PIETRALCINA MISTER,VIA MODENA 21,95045,MISTERBIANCO,CTIC88900L@istruzione.it,0957556951
ISTITUTO COMPRENSIVO,CTIC89000R,IC GABELLI MISTERBIANCO,VIA A.GRAMSCI,95045,MISTERBIANCO,CTIC89000R@istruzione.it,0957556912
ISTITUTO COMPRENSIVO,CTIC89100L,I. C. DE CRUYLLAS - RAMACCA,"VIALE LIBERTA', 20",95040,RAMACCA,CTIC89100L@istruzione.it,0957930128
ISTITUTO COMPRENSIVO,CTIC89200C,IC XX SETTEMBRE CATANIA,VIA SIGNORELLI 1,95128,CATANIA,CTIC89200C@istruzione.it,095434114
ISTITUTO COMPRENSIVO,CTIC893008,IC G.B. NICOLOSI  -  PATERNO',VIA SCALA VECCHIA,95047,PATERNO',CTIC893008@istruzione.it,095842978
ISTITUTO COMPRENSIVO,CTIC894004,IC MALERBA CATANIA,VIA PIDATELLA 127,95126,CATANIA,CTIC894004@istruzione.it,095383854
ISTITUTO COMPRENSIVO,CTIC89600Q,IC  COPPOLA CATANIA,VIA MEDAGLIE D'ORO 25,95124,CATANIA,CTIC89600Q@istruzione.it,095350272
ISTITUTO COMPRENSIVO,CTIC89700G,ITALO CALVINO,VIA BRINDISI 11,95125,CATANIA,CTIC89700G@istruzione.it,095330560
ISTITUTO COMPRENSIVO,CTIC89800B,I.C.  DIAZ - MANZONI  CATANIA,VIA PLEBISCITO 784,95124,CATANIA,CTIC89800B@istruzione.it,095322402
ISTITUTO COMPRENSIVO,CTIC899007,IC  SAN GIORGIO - CATANIA,"STR.LE SAN GIORGIO,29",95121,CATANIA,CTIC899007@istruzione.it,095570530
ISTITUTO COMPRENSIVO,CTIC8A000X,III-STITUTO COMPRENSIVO  GIARRE,"VIALE DON MINZONI, 66",95014,GIARRE,CTIC8A000X@istruzione.it,095931031
ISTITUTO COMPRENSIVO,CTIC8A100Q,GIUSEPPE GUZZARDI,"VIA SAN GIOVANNI,30",95031,ADRANO,CTIC8A100Q@istruzione.it,0957692779
ISTITUTO COMPRENSIVO,CTIC8A200G,II- ISTITUTO COMPRENSIVO ADRANO,"VIA ROMA, 42",95031,ADRANO,CTIC8A200G@istruzione.it,0957692838
ISTITUTO COMPRENSIVO,CTIC8A300B,IC LEONARDO DA VINCI-MASCALUCIA,VIA REGIONE SICILIANA N. 12,95030,MASCALUCIA,CTIC8A300B@istruzione.it,0957275776
ISTITUTO COMPRENSIVO,CTIC8A4007,"I.C.   ""G.RODARI -G.NOSENGO""",VIA S.PAOLO N. 107,95030,GRAVINA DI CATANIA,CTIC8A4007@istruzione.it,0957258150
ISTITUTO COMPRENSIVO,CTIC8A5003,GIOVANNI BLANDINI,VIA AMEDEO 29,95046,PALAGONIA,CTIC8A5003@istruzione.it,0957958712
ISTITUTO COMPRENSIVO,CTIC8A600V,SANTE GIUFFRIDA,VIALE AFRICA 198,95129,CATANIA,CTIC8A600V@istruzione.it,0957465696
ISTITUTO COMPRENSIVO,CTIC8A700P,C.B.CAVOUR - CATANIA,"VIA CARBONE,6",95129,CATANIA,CTIC8A700P@istruzione.it,095310480
ISTITUTO COMPRENSIVO,CTIC8A800E,I.C.  SAURO - GIOVANNI XXIII,VIA TORQUATO TASSO 2,95123,CATANIA,CTIC8A800E@istruzione.it,095475037
ISTITUTO COMPRENSIVO,CTIC8A900A,I.C.  PIZZIGONI- CARDUCCI,VIA SIENA 5,95128,CATANIA,CTIC8A900A@istruzione.it,095434300
ISTITUTO COMPRENSIVO,CTIC8AB00G,IC CESARE BATTISTI CATANIA,VIA S.M.SALETTE 76,95121,CATANIA,CTIC8AB00G@istruzione.it,095341340
ISTITUTO COMPRENSIVO,CTIC8AC00B,"IC ""G. DELEDDA"" CATANIA",PIAZZA MONTESSORI,95124,CATANIA,CTIC8AC00B@istruzione.it,095360913
ISTITUTO COMPRENSIVO,CTIC8AD007,IC  S.G. BOSCO CATANIA,VIA LEOTTA 13,95122,CATANIA,CTIC8AD007@istruzione.it,095455155
ISTITUTO COMPRENSIVO,CTIC8AE003,IC  TEMPESTA CATANIA,VIA GRAMIGNANI 97,95121,CATANIA,CTIC8AE003@istruzione.it,095345083
ISTITUTO COMPRENSIVO,CTIC8AF00V,IC  M. MONTESSORI - P.MASCAGNI,"VIA GIUSEPPE DI GREGORIO, 22",95122,CATANIA,CTIC8AF00V@istruzione.it,095201922
ISTITUTO COMPRENSIVO,CTIC8AG00P,I.C. P.S. DI GUARDO - QUASIMODO,VIA S. VITALE 22,95123,CATANIA,CTIC8AG00P@istruzione.it,0957440026
ISTITUTO COMPRENSIVO,CTIC8AH00E,VESPUCCI - CAPUANA PIRANDELLO,VIA ZAPPALA' GEMELLI 3,95121,CATANIA,CTIC8AH00E@istruzione.it,095345181
ISTITUTO COMPRENSIVO,CTIC8AJ00Q,G.GALILEI - G.MAZZINI,VIA DALIA S.N.,95042,GRAMMICHELE,CTIC8AJ00Q@istruzione.it,0933940071
ISTITUTO COMPRENSIVO,CTIC8AK00G,I.C.  MASCALI,PIAZZA DANTE ALIGHIERI,95016,MASCALI,CTIC8AK00G@istruzione.it,095966253
ISTITUTO COMPRENSIVO,CTIC8AL00B,I.C.  GIOVANNI VERGA RIPOSTO,"VIA CIALDINI,122",95018,RIPOSTO,CTIC8AL00B@istruzione.it,095931590
ISTITUTO COMPRENSIVO,CTIC8AM007,"I.C.  "" G.FALCONE"" S.G.LA PUNTA",VIA PISA-PIAZZA GIOVANNI XXIII,95037,SAN GIOVANNI LA PUNTA,CTIC8AM007@istruzione.it,0957512713
ISTITUTO COMPRENSIVO,CTIC8AN003,"I.C.S.  "" G. VERGA"" SCORDIA","PIAZZA CARLO ALBERTO, 10",95048,SCORDIA,CTIC8AN003@istruzione.it,095657120
ISTITUTO COMPRENSIVO,CTIC8AP00P,"I.C. ""SALVO BASSO""",VIA BACHELET N. 01,95048,SCORDIA,CTIC8AP00P@istruzione.it,095659720
ISTITUTO COMPRENSIVO,CTIC8AQ00E,I.C.  S.VENERINA,VIA ALDO MORO,95010,SANTA VENERINA,CTIC8AQ00E@istruzione.it,0957000515
ISTITUTO COMPRENSIVO,CTIC8AR00A,"I - I.C.  ""FABRIZIO DE ANDRE'""",VIA VERONICA 63,95025,ACI SANT'ANTONIO,CTIC8AR00A@istruzione.it,0957891232
ISTITUTO COMPRENSIVO,CTIC8AS00G,II - I.C.  A. DE GASPERI,"VIA T. NICOLA MAUGERI, N. 4",95025,ACI SANT'ANTONIO,CTIC8AS00G@istruzione.it,0957022373
ISTITUTO COMPRENSIVO,CTIC8AT00B,I - I.C. VIA MARCH.  S.GIULIANO,VIA MARCHESE DI SAN GIULIANO 51,95024,ACIREALE,CTIC8AT00B@istruzione.it,095604600
ISTITUTO COMPRENSIVO,CTIC8AU007,III - I.C. RODARI ACIREALE,VIA DEL CASTELLO 3 (S.G. BOSCO),95024,ACIREALE,CTIC8AU007@istruzione.it,095809592
ISTITUTO COMPRENSIVO,CTIC8AV003,IV - I.C.  GALILEI ACIREALE,VIA MARIO ARCIDIACONO 2,95024,ACIREALE,CTIC8AV003@istruzione.it,0957634300
ISTITUTO COMPRENSIVO,CTIC8AX00P,I.C. MARIA MONTESSORI,"VIA MONTESSORI,3",95041,CALTAGIRONE,CTIC8AX00P@istruzione.it,093321205
ISTITUTO COMPRENSIVO,CTIC8AY00E,"I.C.""GIUSEPPE RUSSO""",VIA ALDO MORO N.21/23,95014,GIARRE,CTIC8AY00E@istruzione.it,095931656
ISTITUTO COMPRENSIVO,CTIC8AZ00A,"II IST. COMPRENSIVO ""S.G.BOSCO""","PIAZZA S.G. BOSCO, N. 1",95014,GIARRE,CTIC8AZ00A@istruzione.it,095930760
ISTITUTO COMPRENSIVO,CTIC8BA00A,I.C. GIOVANNI PAOLO   II,"VICO MAJORANA, 3",95030,GRAVINA DI CATANIA,CTIC8BA00A@istruzione.it,0957446009
ISTITUTO COMPRENSIVO,CTIC8BB006,I.C.  G.  VERGA CATANIA,VIA G.LEOPARDI 89/B,95127,CATANIA,CTIC8BB006@istruzione.it,095387210
ISTITUTO COMPRENSIVO,CTIC8BC002,"I.C.   ""G.FAVA""  MASCALUCIA","VIA TIMPARELLO,47",95030,MASCALUCIA,CTIC8BC002@istruzione.it,0957277486
ISTITUTO SUPERIORE,CTIS001009,IIS MICHELE AMARI,VIA PADRE AMBROGIO N.1,95014,GIARRE,CTIS001009@istruzione.it,0956136480
ISTITUTO SUPERIORE,CTIS00400R,IIS CUCUZZA - EUCLIDE,VIA MARIO SCELBA N. 5,95041,CALTAGIRONE,CTIS00400R@istruzione.it,093325598
ISTITUTO SUPERIORE,CTIS00600C,IS ENRICO MEDI,VIA PAPA GIOVANNI PAOLO II,95036,RANDAZZO,CTIS00600C@istruzione.it,0956136730
ISTITUTO SUPERIORE,CTIS007008,I.S.I.S. D. ABRUZZI POLITECNICO DEL MARE,"VIALE ARTALE ALAGONA, 99",95126,CATANIA,CTIS007008@istruzione.it,0956136225
ISTITUTO SUPERIORE,CTIS008004,IS FILIPPO BRUNELLESCHI,VIA GUICCIARDINI,95024,ACIREALE,CTIS008004@istruzione.it,0956136005
ISTITUTO SUPERIORE,CTIS00900X,IS VEN. IGNAZIO CAPIZZI,VIA UMBERTO N.279,95034,BRONTE,CTIS00900X@istruzione.it,0956136100
ISTITUTO SUPERIORE,CTIS01100X,IISS BENEDETTO RADICE,"VIA SARAJEVO,1",95034,BRONTE,CTIS01100X@istruzione.it,0956136120
ISTITUTO SUPERIORE,CTIS01200Q,IS RAPISARDI PATERNO',VIA DEGLI STUDI 1,95047,PATERNO',CTIS01200Q@istruzione.it,0956136650
ISTITUTO SUPERIORE,CTIS01300G,I.S. ITN-ITG-IPS  RIPOSTO,"VIA PIO LA TORRE, 1",95018,RIPOSTO,CTIS01300G@istruzione.it,0956136745
ISTITUTO SUPERIORE,CTIS016003,FRANCESCO REDI,VIA LUCANIA 1,95047,PATERNO',CTIS016003@istruzione.it,0956136679
ISTITUTO SUPERIORE,CTIS01700V,IS G. B. VACCARINI,"VIA ORCHIDEA, 9",95123,CATANIA,CTIS01700V@istruzione.it,0956136235
ISTITUTO SUPERIORE,CTIS023006,IS CARLO GEMMELLARO,"CORSO INDIPENDENZA,229",95122,CATANIA,CTIS023006@istruzione.it,0956136250
ISTITUTO SUPERIORE,CTIS024002,"IS ""C.A. DALLA CHIESA""",VIA SANTA MARIA DI GESU' S.N.,95041,CALTAGIRONE,CTIS024002@istruzione.it,0956136155
ISTITUTO SUPERIORE,CTIS02600N,"I.I.S.LICEO ""C. MARCHESI"" CL./SC.",VIA CASE NUOVE S.N.,95030,MASCALUCIA,CTIS02600N@istruzione.it,0956136565
ISTITUTO SUPERIORE,CTIS03300R,I.S.  G. FERRARIS,VIA TRAPANI N.4,95024,ACIREALE,CTIS03300R@istruzione.it,0956136030
ISTITUTO SUPERIORE,CTIS03400L,I.S. DE FELICE GIUFFRIDA - OLIVETTI,PIAZZA ROMA 4,95125,CATANIA,CTIS03400L@istruzione.it,0956136270
ISTITUTO SUPERIORE,CTIS03800X,I.S.  E.FERMI - EREDIA,VIA PASSO GRAVINA 197,95125,CATANIA,CTIS03800X@istruzione.it,0956136400
ISTITUTO SUPERIORE,CTIS03900Q,"I.I.S. ""E. FERMI - GUTTUSO""","VIA NUNZIO MACCARRONE, 4",95014,GIARRE,CTIS03900Q@istruzione.it,0956136555
ISTITUTO SUPERIORE,CTIS04200G,I.S.  RAMACCA - PALAGONIA,"VIA FASTUCHERIA, 48",95040,RAMACCA,CTIS04200G@istruzione.it,095653329
ISTITUTO SUPERIORE,CTIS04300B,MARCONI-MANGANO,"VIA VESCOVO MAURIZIO,82",95126,CATANIA,CTIS04300B@istruzione.it,0956136460
ISTITUTO SUPERIORE,CTIS044007,GULLI E PENNISI,VIA MARIO ARCIDIACONO,95024,ACIREALE,CTIS044007@istruzione.it,0956136040
ISTITUTO SUPERIORE,CTIS04700P,I.S. SECUSIO CALTAGIRONE,VIA MADONNA DELLA VIA 5/A,95041,CALTAGIRONE,CTIS04700P@istruzione.it,0956136170
ISTITUTO SUPERIORE,CTIS04900A,"I.S. ""MAJORANA-ARCOLEO""","VIA PIERSANTI MATTARELLA, 21",95041,CALTAGIRONE,CTIS04900A@istruzione.it,0956136180
ISTITUTO SUPERIORE,CTIS05100A,"IIS ""ENRICO DE NICOLA""",VIA G. MOTTA N.87,95037,SAN GIOVANNI LA PUNTA,CTIS05100A@istruzione.it,0956136770
ISTITUTO SUPERIORE,CTIS053002,LS LEONARDO,VIA VENETO S.N.,95014,GIARRE,CTIS053002@istruzione.it,00956136865
SCUOLA PRIMO GRADO,CTMM00300T,SMS Q.MAIORANA - CATANIA,"VIA CESARE BECCARIA, 87",95123,CATANIA,CTMM00300T@istruzione.it,095448275
SCUOLA PRIMO GRADO,CTMM029002,SMS D.ALIGHIERI - CATANIA,VIA CAGLIARI 59,95127,CATANIA,CTMM029002@istruzione.it,095438306
SCUOLA PRIMO GRADO,CTMM064009,SMS  MARIO PLUCHINOTTA,VIA MARLETTA,95030,SANT'AGATA LI BATTIATI,CTMM064009@istruzione.it,095213583
SCUOLA PRIMO GRADO,CTMM06700R,SMS RAFFAELLOSANZIO-TREMESTIERI,"VIA SAN MARCO, 03",95030,TREMESTIERI ETNEO,CTMM06700R@istruzione.it,095496093
SCUOLA PRIMO GRADO,CTMM095001,SMS GIUSEPPE MAZZINI - ADRANO,"VIA IV NOVEMBRE, SN",95031,ADRANO,CTMM095001@istruzione.it,0957692837
SCUOLA PRIMO GRADO,CTMM099008,SMS LUIGI STURZO - BIANCAVILLA,VIA CRISTOFORO COLOMBO 86,95033,BIANCAVILLA,CTMM099008@istruzione.it,0957712012
SCUOLA PRIMO GRADO,CTMM10300P,SMS N. MARTOGLIO -  BELPASSO,VIA SCUOLA MEDIA,95032,BELPASSO,CTMM10300P@istruzione.it,095912381
SCUOLA PRIMO GRADO,CTMM106006,SMS VIRGILIO  -  PATERNO',"VIA DEGLI STUDI, 1",95047,PATERNO',CTMM106006@istruzione.it,095858944
SCUOLA PRIMO GRADO,CTMM119008,SMS L. CASTIGLIONE BRONTE,"P.ZZA AVV. V.ZO CASTIGLIONE, 2",95034,BRONTE,CTMM119008@istruzione.it,095691180
CPIA,CTMM150008,CPIA CATANIA 1,VIA VELLETRI 28,95126,CATANIA,CTMM150008@istruzione.it,0958259050
CPIA,CTMM151004,CPIA CATANIA 2,"VIALE LIBERTA', 151",95014,GIARRE,CTMM151004@istruzione.it,3291041782
LICEO CLASSICO,CTPC01000A,LC GIOVANNI VERGA,VIA S. D'ACQUISTO N. 16,95031,ADRANO,CTPC01000A@istruzione.it,0956136075
LICEO CLASSICO,CTPC040006,"LC ""MARIO CUTELLI""",VIA FIRENZE 202,95128,CATANIA,CTPC040006@istruzione.it,0956136280
LICEO CLASSICO,CTPC070002,LC SPEDALIERI,PIAZZA ANNIBALE RICCO' S.N.,95124,CATANIA,CTPC070002@istruzione.it,0956136290
ISTITUTO MAGISTRALE,CTPM01000E,LICEO STATALE  FRANCESCO DE SANCTIS,"VIA FOGAZZARO,18",95047,PATERNO',CTPM01000E@istruzione.it,0956136690
ISTITUTO MAGISTRALE,CTPM020005,"LICEO STATALE ""G. TURRISI COLONNA""","VIA FABIO FILZI, 24",95124,CATANIA,CTPM020005@istruzione.it,0956136300
ISTITUTO MAGISTRALE,CTPM03000Q,LICEO STATALE LOMBARDO RADICE,VIA IMPERIA 21,95128,CATANIA,CTPM03000Q@istruzione.it,0956136310
ISTITUTO MAGISTRALE,CTPM04000A,IM REGINA ELENA,"VIA COLLEGIO PENNISI, 13",95024,ACIREALE,CTPM04000A@istruzione.it,0956136050
LICEO SCIENTIFICO,CTPS01000D,LS ARCHIMEDE,"VIA L. ARIOSTO, N.37",95024,ACIREALE,CTPS01000D@istruzione.it,0956136062
LICEO SCIENTIFICO,CTPS020004,LS BOGGIO LERA,VIA V. EMANUELE 346,95124,CATANIA,CTPS020004@istruzione.it,0956136325
LICEO SCIENTIFICO,CTPS03000P,LS FERMI,"CORSO DEL POPOLO, N.1",95047,PATERNO',CTPS03000P@istruzione.it,09561367000
LICEO SCIENTIFICO,CTPS040009,LS GALILEO GALILEI,VIA VESCOVO MAURIZIO 73 - 75,95126,CATANIA,CTPS040009@istruzione.it,0956136345
LICEO SCIENTIFICO,CTPS06000E,LICEO SCIENT/LINGUIST UMBERTO DI SAVOIA,"VIA CHISARI, 8",95123,CATANIA,CTPS06000E@istruzione.it,0956136360
LICEO SCIENTIFICO,CTPS10000Q,LICEO SC. MAJORANA S.G.LA PUNTA,VIA G. MOTTA 87,95037,SAN GIOVANNI LA PUNTA,CTPS10000Q@istruzione.it,0956136760
LICEO SCIENTIFICO,CTPS170002,I.S. ETTORE MAJORANA LICEO SCIENTIFICO,VIA LUIGI CAPUANA 36,95048,SCORDIA,CTPS170002@istruzione.it,0956136790
IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,CTRH010007,IPSSAR GIOVANNI FALCONE,VIA VENETO 4,95014,GIARRE,CTRH010007@istruzione.it,0956136515
IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,CTRH03000C,I.P.S.S.E.O.A. KAROL WOJTYLA CATANIA,"VIA GIOVANNI BATTISTA DE LA SALLE, 12",95125,CATANIA,CTRH03000C@istruzione.it,0956132060
IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,CTRH05000N,ROCCO CHINNICI,"F.LLI GEMMELLARO, 86",95030,NICOLOSI,CTRH05000N@istruzione.it,0956136609
ISTITUTO D'ARTE,CTSD02000E,"LICEO ARTISTICO STATALE  ""M.M. LAZZARO""","VIA GENERALE AMEGLIO, 15",95123,CATANIA,CTSD02000E@istruzione.it,0956136410
LICEO ARTISTICO,CTSL01000A,"LICEO ARTISTICO "" EMILIO GRECO"" CATANIA","VIA MAVILLA, 37 - VICO BUONAFE', 9",95124,CATANIA,CTSL01000A@istruzione.it,0956136420
ISTITUTO TECNICO AERONAUTICO,CTTB01000A,ITAER A. FERRARIN,"VIA GALERMO, 172",95123,CATANIA,CTTB01000A@istruzione.it,0956136430
ISTITUTO TECNICO COMMERCIALE,CTTD160007,"I.T.E.""GIOACCHINO RUSSO""","VIA PARINI,S.N.",95047,PATERNO',CTTD160007@istruzione.it,0956136710
IST TEC COMMERCIALE E PER GEOMETRI,CTTD18000C,PIETRO BRANCHINA,VIA PASQUALE SIMONE NERI 11,95031,ADRANO,CTTD18000C@istruzione.it,0956136090
ISTITUTO TECNICO INDUSTRIALE,CTTF01000G,ISTITUTO TECNICO ARCHIMEDE,VIALE REGINA MARGHERITA 22,95123,CATANIA,CTTF01000G@istruzione.it,0956136440
ISTITUTO TECNICO INDUSTRIALE,CTTF03000R,ITI CANNIZZARO,VIA CARLO PISACANE 1,95122,CATANIA,CTTF03000R@istruzione.it,0956136450
CONVITTO NAZIONALE,CTVC01000N,MARIO CUTELLI,"VIA VITTORIO EMANUELE, 56",95131,CATANIA,CTVC01000N@istruzione.it,0956136470
DIREZIONE DIDATTICA,ENEE062002,DIREZ. DID. 2? CIRC. SAN FELICE,LARGO SAN VINCENZO N. 2,94014,NICOSIA,ENEE062002@istruzione.it,0935647464
DIREZIONE DIDATTICA,ENEE091002,BORGO   (TROINA),VIA GINO ABBATE N.16,94018,TROINA,ENEE091002@istruzione.it,0935653671
ISTITUTO COMPRENSIVO,ENIC80500Q,'E.PANTANO'   (ASSORO),VIA PIETRO NENNI 1,94010,ASSORO,ENIC80500Q@istruzione.it,0935667223
ISTITUTO COMPRENSIVO,ENIC810007,VINCENZO GUARNACCIA,VIA MARCONI 12,94016,PIETRAPERZIA,ENIC810007@istruzione.it,0934461069
ISTITUTO COMPRENSIVO,ENIC81500A,SANTA CHIARA,PIAZZA VI DICEMBRE S.N.C.,94100,ENNA,ENIC81500A@istruzione.it,0935503290
ISTITUTO COMPRENSIVO,ENIC816006,G.F.INGRASSIA,VIA MONS. PIEMONTE N.2,94017,REGALBUTO,ENIC816006@istruzione.it,0935910031
ISTITUTO COMPRENSIVO,ENIC817002,G.MAZZINI,VIA MAZZINI 133,94019,VALGUARNERA CAROPEPE,ENIC817002@istruzione.it,0935956259
ISTITUTO COMPRENSIVO,ENIC81800T,DON BOSCO,"VIA R.SANZIO,N.21",94018,TROINA,ENIC81800T@istruzione.it,0935657806
ISTITUTO COMPRENSIVO,ENIC81900N,G. GIUSTI SINOPOLI,"PIAZZA EUROPA, 4",94011,AGIRA,ENIC81900N@istruzione.it,0935691021
ISTITUTO COMPRENSIVO,ENIC82000T,F. P. NEGLIA - N. SAVARESE,"VIA CIVILTA' DEL LAVORO, 4",94100,ENNA,ENIC82000T@istruzione.it,093541592
ISTITUTO COMPRENSIVO,ENIC82100N,E.DE AMICIS,VIA LIBERTA' 36,94100,ENNA,ENIC82100N@istruzione.it,093537494
ISTITUTO COMPRENSIVO,ENIC82200D,DANTE ALIGHIERI,VIA RESISTENZA N.1,94013,LEONFORTE,ENIC82200D@istruzione.it,0935901114
ISTITUTO COMPRENSIVO,ENIC823009,EUROPA    (BARRAFRANCA),CORSO GARIBALDI N. 420,94012,BARRAFRANCA,ENIC823009@istruzione.it,0934464273
ISTITUTO COMPRENSIVO,ENIC824005,"""S.G.BOSCO""  (BARRAFRANCA)",VIA MAZZINI 62,94012,BARRAFRANCA,ENIC824005@istruzione.it,0934464274
